Size,prompt_name,Function,Min,Average,Max,Minimum Average,Percentage
1000,prompt_1,1,0.0002116,0.0005892712699999,0.0055696,0.000284347074074,107.23662162479116
10000,prompt_1,1,0.0019664,0.0057577714499999,0.0644864,0.0026318185308641,118.77539740969382
100000,prompt_1,1,0.0639722,0.10658363353,0.9374449,0.0718321297777778,48.37877403848471
1000,prompt_2,1,0.0002103,0.00136028506,0.0064942,0.000284347074074,378.3889774248186
10000,prompt_2,1,0.0019652,0.0132735418,0.0615587,0.0026318185308641,404.3486716252402
100000,prompt_2,1,0.0404637,0.16712825756,0.5861776,0.0718321297777778,132.66504567946598
1000,prompt_3,1,7.78e-05,0.0030503029099999,0.220621,0.000284347074074,972.7393344677333
10000,prompt_3,1,0.000113,0.0095931406262626,0.05039,0.0026318185308641,264.50615852730937
100000,prompt_3,1,0.0001414,0.1461276104747474,0.8659651,0.0718321297777778,103.42931627784462
1000,prompt_4,1,0.0002115,0.00112329731,0.0062214,0.000284347074074,295.044441254798
10000,prompt_4,1,0.0019671,0.01100055069,0.0541509,0.0026318185308641,317.9828723368784
100000,prompt_4,1,0.0638897,0.1471999404599999,0.458734,0.0718321297777778,104.92214405361835
1000,prompt_5,1,0.0001163,0.0030492963505154,0.2109584,0.000284347074074,972.3853447220051
10000,prompt_5,1,0.0001542,0.0152794863958333,0.1051476,0.0026318185308641,480.56762716145994
100000,prompt_5,1,0.0001859,0.2631289942187501,1.4613828,0.0718321297777778,266.3110018215727
1000,prompt_6,1,0.0002107,0.000284347074074,0.0043716,0.000284347074074,0.0
10000,prompt_6,1,0.0019663,0.0026318185308641,0.0491799,0.0026318185308641,0.0
100000,prompt_6,1,0.0639189,0.0718321297777778,0.4430782,0.0718321297777778,0.0
1000,prompt_7,1,5.2e-05,0.0009312694795918,0.0072059,0.000284347074074,227.51153941870405
10000,prompt_7,1,4.76e-05,0.010340111632653,0.0990509,0.0026318185308641,292.8884727951988
100000,prompt_7,1,4.82e-05,0.1651108886734694,1.3417987,0.0718321297777778,129.8565964621428
