Size,prompt_name,Function,Min,Average,Max,Minimum Average,Percentage
1000,prompt_2,p15_pascal_triangle,9.60E-06,0.008897696,0.1059918,0.008428084,5.571996773
10000,prompt_2,p15_pascal_triangle,9.70E-06,0.008899679,0.1055705,0.008413058,5.784112232
100000,prompt_2,p15_pascal_triangle,9.60E-06,0.00890751,0.1057665,0.008404927,5.979631568
1000,prompt_3,p15_pascal_triangle,9.80E-06,0.008428084,0.0377587,0.008428084,0
10000,prompt_3,p15_pascal_triangle,1.00E-05,0.008413058,0.0385662,0.008413058,0
100000,prompt_3,p15_pascal_triangle,9.90E-06,0.008404927,0.0371304,0.008404927,0
1000,prompt_4,p15_pascal_triangle,1.24E-05,0.01000167,0.1729621,0.008428084,18.67074414
10000,prompt_4,p15_pascal_triangle,1.20E-05,0.009989792,0.1698795,0.008413058,18.74151529
100000,prompt_4,p15_pascal_triangle,1.22E-05,0.009995645,0.1704528,0.008404927,18.92601693
1000,prompt_5,p15_pascal_triangle,9.50E-06,0.017980805,2.9879096,0.008428084,113.3439334
10000,prompt_5,p15_pascal_triangle,9.80E-06,0.017938875,2.9525103,0.008413058,113.2265734
100000,prompt_5,p15_pascal_triangle,9.80E-06,0.017913928,2.9623598,0.008404927,113.136037
1000,prompt_6,p15_pascal_triangle,9.80E-06,0.050928803,2.9493882,0.008428084,504.2749961
10000,prompt_6,p15_pascal_triangle,9.80E-06,0.050952022,2.9676986,0.008413058,505.6302415
100000,prompt_6,p15_pascal_triangle,9.50E-06,0.051226059,2.9864899,0.008404927,509.4765701
1000,prompt_7,p15_pascal_triangle,9.90E-06,0.016258455,0.8699746,0.008428084,92.90808773
10000,prompt_7,p15_pascal_triangle,9.90E-06,0.016241309,0.869882,0.008413058,93.04882744
100000,prompt_7,p15_pascal_triangle,1.00E-05,0.01624432,0.8650367,0.008404927,93.27140426
