Size,prompt_name,Function,Min,Average,Max,Minimum Average,Percentage
1000,prompt_1,p5_find_duplicates_list,0.0031852999236434,0.1484342699915403,0.4549122001044452,0.0040908893945419,3528.41073605125
10000,prompt_1,p5_find_duplicates_list,0.0393282000441104,216.03076915303012,600.0,0.0471166870806064,458401.6106574906
100000,prompt_1,p5_find_duplicates_list,0.646267999894917,216.68189000056057,600.0,6.835150737343006,3070.1113600428107
1000,prompt_2,p5_find_duplicates_list,0.0031846000347286,0.0082035856173523,0.4206296999473125,0.0040908893945419,100.5330583686177
10000,prompt_2,p5_find_duplicates_list,0.0392417998518794,6.107128771718408,600.0,0.0471166870806064,12861.710914161768
100000,prompt_2,p5_find_duplicates_list,0.6550078000873327,6.8705031313859815,600.0,6.835150737343006,0.5172145487565062
1000,prompt_3,p5_find_duplicates_list,0.0031794998794794,0.0040908893945419,0.0107390000484883,0.0040908893945419,0.0
10000,prompt_3,p5_find_duplicates_list,0.0391834999900311,0.0471166870806064,0.104679400101304,0.0471166870806064,0.0
100000,prompt_3,p5_find_duplicates_list,0.6541778999380767,6.835150737343006,600.0,6.835150737343006,0.0
1000,prompt_4,p5_find_duplicates_list,0.0031765999738126,0.0087287721116885,0.4346406999975443,0.0040908893945419,113.37101226287129
10000,prompt_4,p5_find_duplicates_list,0.0390521001536399,6.11184196441519,600.0,0.0471166870806064,12871.714148660658
100000,prompt_4,p5_find_duplicates_list,0.647324699908495,6.93075131004088,600.0,6.835150737343006,1.398660781181784
1000,prompt_5,p5_find_duplicates_list,0.0031759000848978,0.0726028035735626,1.1099036000669005,0.0040908893945419,1674.7437432659478
10000,prompt_5,p5_find_duplicates_list,0.0391402998939156,54.59849624874624,600.0,0.0471166870806064,115779.31926397985
100000,prompt_5,p5_find_duplicates_list,0.6477745999582112,67.51633381042366,600.0,6.835150737343006,887.7811975902224
1000,prompt_6,p5_find_duplicates_list,0.0031820000149309,0.0864453301696498,2.1673723000567406,0.0040908893945419,2013.1182447754736
10000,prompt_6,p5_find_duplicates_list,0.0391234999988228,20.57007875635032,600.0,0.0471166870806064,43557.7357851145
100000,prompt_6,p5_find_duplicates_list,0.6494652000255883,21.33193136359036,600.0,6.835150737343006,212.09160095103647
1000,prompt_7,p5_find_duplicates_list,0.0031833001412451,0.0044176086968967,0.0132659999653697,0.0040908893945419,7.9865102877313525
10000,prompt_7,p5_find_duplicates_list,0.0391581999137997,0.0496954847477385,0.0834954001475125,0.0471166870806064,5.473215174743374
100000,prompt_7,p5_find_duplicates_list,0.6515619000419974,6.9057814637374735,600.0,6.835150737343006,1.033345556061922
